id_permintaan,nomor_tiket,pemohon_nama,jenis_layanan_id,timestamp_submit,tanggal_selesai,status_penyelesaian,rating_kepuasan
REQ-196,TKT-202507-0196,Vega Astuti,1,2025-07-05 14:47:08.809350,2025-07-05 23:47:08.809350,Selesai,3.87
REQ-197,TKT-202501-0197,"T. Martani Pranowo, S.Pt",2,2025-01-09 06:07:11.997825,2025-01-11 10:07:11.997825,Selesai,4.14
REQ-198,TKT-202504-0198,Kartika Mandala,2,2025-04-29 14:46:45.815956,2025-04-30 06:46:45.815956,Selesai,4.52
REQ-199,TKT-202412-0199,Cindy Handayani,2,2024-12-03 23:22:02.805905,2024-12-05 23:22:02.805905,Selesai,4.18
REQ-200,TKT-202412-0200,Cawisono Marbun,2,2024-12-04 08:40:45.248883,2024-12-06 15:40:45.248883,Selesai,4.34
REQ-201,TKT-202503-0201,"Halima Hutasoit, S.T.",5,2025-03-31 09:47:35.995988,2025-04-02 22:47:35.995988,Selesai,4.96
REQ-202,TKT-202510-0202,"Endra Hutagalung, S.Pt",5,2025-10-26 19:18:31.290013,2025-10-27 13:18:31.290013,Selesai,4.85
REQ-203,TKT-202505-0203,Lembah Narpati,5,2025-05-03 23:59:58.973460,2025-05-05 02:59:58.973460,Selesai,4.12
REQ-204,TKT-202508-0204,Arsipatra Saragih,3,2025-08-21 00:55:42.001011,2025-08-23 09:55:42.001011,Selesai,3.3
REQ-205,TKT-202501-0205,Zamira Hidayat,1,2025-01-09 23:04:08.860887,2025-01-12 17:04:08.860887,Selesai,3.96
REQ-206,TKT-202505-0206,Padma Mansur,2,2025-05-16 23:42:56.421681,2025-05-18 02:42:56.421681,Selesai,4.65
REQ-207,TKT-202510-0207,Lembah Narpati,4,2025-10-01 03:01:32.352604,2025-10-02 06:01:32.352604,Selesai,4.13
REQ-208,TKT-202507-0208,"drg. Lidya Saputra, S.Ked",5,2025-07-31 18:48:47.190817,2025-08-01 13:48:47.190817,Selesai,3.52
REQ-209,TKT-202509-0209,Lembah Narpati,4,2025-09-09 15:25:50.444955,2025-09-11 03:25:50.444955,Selesai,3.33
REQ-210,TKT-202501-0210,"Endra Hutagalung, S.Pt",3,2025-01-15 18:39:59.192782,2025-01-17 00:39:59.192782,Selesai,3.3
REQ-211,TKT-202508-0211,Jayeng Nugroho,1,2025-08-26 19:40:14.234804,2025-08-27 23:40:14.234804,Selesai,4.91
REQ-212,TKT-202411-0212,Lembah Narpati,1,2024-11-28 13:58:20.706985,2024-11-30 22:58:20.706985,Selesai,4.25
REQ-213,TKT-202504-0213,Jayeng Nugroho,5,2025-04-17 17:18:55.972606,2025-04-18 17:18:55.972606,Selesai,4.49
REQ-214,TKT-202501-0214,"Nadia Wibowo, S.Psi",2,2025-01-31 13:59:55.579620,2025-02-03 05:59:55.579620,Selesai,3.91
REQ-215,TKT-202507-0215,Mulyanto Irawan,2,2025-07-26 04:14:21.577840,2025-07-28 02:14:21.577840,Selesai,4.61
REQ-216,TKT-202510-0216,Endah Prastuti,1,2025-10-15 09:42:30.534976,2025-10-17 18:42:30.534976,Selesai,4.21
REQ-217,TKT-202507-0217,Cindy Handayani,4,2025-07-21 12:24:05.213928,2025-07-23 06:24:05.213928,Selesai,4.59
REQ-218,TKT-202411-0218,Ozy Haryanto,5,2024-11-27 13:26:27.948897,2024-11-30 04:26:27.948897,Selesai,4.61
REQ-219,TKT-202506-0219,Zalindra Damanik,4,2025-06-15 00:32:50.595147,2025-06-15 17:32:50.595147,Selesai,4.44
REQ-220,TKT-202505-0220,Mila Latupono,2,2025-05-17 20:28:24.458678,2025-05-20 00:28:24.458678,Selesai,3.97
REQ-221,TKT-202502-0221,"T. Martani Pranowo, S.Pt",5,2025-02-03 04:24:00.056610,2025-02-04 12:24:00.056610,Selesai,3.83
REQ-222,TKT-202510-0222,Tgk. Cici Rajata,3,2025-10-29 00:03:41.965449,2025-10-30 11:03:41.965449,Selesai,3.18
REQ-223,TKT-202505-0223,Kartika Mandala,5,2025-05-30 06:13:46.977563,2025-06-01 02:13:46.977563,Selesai,3.39
REQ-224,TKT-202412-0224,Mila Latupono,3,2024-12-25 13:39:43.589775,2024-12-28 03:39:43.589775,Selesai,3.11
REQ-225,TKT-202505-0225,Ozy Haryanto,1,2025-05-27 04:43:39.231145,2025-05-27 08:43:39.231145,Selesai,3.69
REQ-226,TKT-202505-0226,Margana Anggraini,3,2025-05-04 11:21:35.802459,2025-05-05 05:21:35.802459,Selesai,4.11
REQ-227,TKT-202507-0227,"Mila Saragih, M.Pd",3,2025-07-31 07:49:17.132310,2025-08-02 04:49:17.132310,Selesai,4.1
REQ-228,TKT-202511-0228,Cindy Handayani,1,2025-11-23 17:27:39.830377,2025-11-26 02:27:39.830377,Selesai,3.2
REQ-229,TKT-202506-0229,Jessica Permadi,1,2025-06-15 04:17:20.586642,2025-06-16 04:17:20.586642,Selesai,4.62
REQ-230,TKT-202503-0230,dr. Daniswara Nasyiah,4,2025-03-09 04:23:39.646500,2025-03-11 03:23:39.646500,Selesai,3.26
REQ-231,TKT-202505-0231,Cawisono Marbun,4,2025-05-05 16:19:47.011776,2025-05-07 05:19:47.011776,Selesai,4.37
REQ-232,TKT-202412-0232,Zamira Hidayat,1,2024-12-25 00:34:12.949158,2024-12-27 07:34:12.949158,Selesai,3.53
REQ-233,TKT-202503-0233,"T. Martani Pranowo, S.Pt",5,2025-03-31 08:39:10.077267,2025-04-02 00:39:10.077267,Selesai,4.44
REQ-234,TKT-202502-0234,Cici Jailani,1,2025-02-04 03:20:24.563810,2025-02-05 22:20:24.563810,Selesai,4.49
REQ-235,TKT-202504-0235,Zamira Hidayat,1,2025-04-29 18:37:44.984347,2025-05-02 01:37:44.984347,Selesai,4.02
REQ-236,TKT-202503-0236,Vega Astuti,2,2025-03-06 02:46:32.173795,2025-03-07 04:46:32.173795,Selesai,3.82
REQ-237,TKT-202510-0237,Ir. Yessi Maulana,3,2025-10-20 01:38:27.109394,2025-10-22 12:38:27.109394,Selesai,3.17
REQ-238,TKT-202505-0238,"T. Martani Pranowo, S.Pt",2,2025-05-11 10:16:09.925080,2025-05-11 23:16:09.925080,Selesai,3.31
REQ-239,TKT-202510-0239,Endah Prastuti,5,2025-10-09 12:52:58.228648,2025-10-10 16:52:58.228648,Selesai,4.45
REQ-240,TKT-202505-0240,Endah Prastuti,5,2025-05-30 09:30:50.334794,2025-05-31 06:30:50.334794,Selesai,4.22
REQ-241,TKT-202505-0241,Margana Anggraini,5,2025-05-09 03:40:10.798567,2025-05-11 04:40:10.798567,Selesai,3.38
REQ-242,TKT-202511-0242,Zamira Hidayat,4,2025-11-16 19:41:17.395382,2025-11-17 20:41:17.395382,Selesai,3.78
REQ-243,TKT-202510-0243,Kadir Nasyiah,2,2025-10-03 19:48:53.128359,2025-10-05 13:48:53.128359,Selesai,3.05
REQ-244,TKT-202507-0244,"Nadia Wibowo, S.Psi",3,2025-07-12 08:42:54.423988,2025-07-13 17:42:54.423988,Selesai,3.89
REQ-245,TKT-202506-0245,Endah Prastuti,3,2025-06-16 06:58:17.549860,2025-06-18 04:58:17.549860,Selesai,3.61
REQ-246,TKT-202504-0246,Zalindra Damanik,4,2025-04-09 06:18:30.149902,2025-04-11 11:18:30.149902,Selesai,4.93
REQ-247,TKT-202506-0247,Zalindra Damanik,5,2025-06-13 10:36:30.296531,2025-06-14 21:36:30.296531,Selesai,4.04
REQ-248,TKT-202511-0248,"Farah Pudjiastuti, S.E.",1,2025-11-14 00:58:57.364679,2025-11-16 19:58:57.364679,Selesai,4.92
REQ-249,TKT-202508-0249,"Mila Saragih, M.Pd",5,2025-08-06 02:24:35.072822,2025-08-06 04:24:35.072822,Selesai,4.56
REQ-250,TKT-202510-0250,Jessica Permadi,5,2025-10-21 17:36:47.746762,2025-10-23 07:36:47.746762,Selesai,4.9
REQ-251,TKT-202412-0251,"drg. Lidya Saputra, S.Ked",4,2024-12-23 10:50:12.126052,2024-12-25 17:50:12.126052,Selesai,3.03
REQ-252,TKT-202508-0252,Jagapati Narpati,5,2025-08-08 06:58:58.577298,2025-08-10 17:58:58.577298,Selesai,3.19
REQ-253,TKT-202510-0253,"Dagel Farida, M.Kom.",1,2025-10-16 12:24:56.679429,2025-10-18 19:24:56.679429,Selesai,3.81
REQ-254,TKT-202507-0254,Lintang Astuti,4,2025-07-01 20:20:36.552053,2025-07-03 19:20:36.552053,Selesai,4.7
REQ-255,TKT-202510-0255,Zalindra Damanik,4,2025-10-19 20:22:14.025144,2025-10-22 17:22:14.025144,Selesai,4.18
REQ-256,TKT-202510-0256,Kartika Mandala,1,2025-10-16 07:09:54.326133,2025-10-16 12:09:54.326133,Selesai,4.85
REQ-257,TKT-202501-0257,"Farah Pudjiastuti, S.E.",4,2025-01-01 09:44:51.406944,2025-01-04 00:44:51.406944,Selesai,3.29
REQ-258,TKT-202509-0258,Cawisono Marbun,5,2025-09-21 18:31:19.707099,2025-09-24 00:31:19.707099,Selesai,4.2
REQ-259,TKT-202503-0259,Langgeng Winarno,2,2025-03-27 21:32:08.355405,2025-03-28 05:32:08.355405,Selesai,4.14
REQ-260,TKT-202502-0260,Jessica Permadi,4,2025-02-28 14:11:58.310843,2025-03-02 11:11:58.310843,Selesai,4.59
REQ-261,TKT-202411-0261,dr. Nasrullah Fujiati,3,2024-11-30 14:42:39.211929,2024-12-02 05:42:39.211929,Selesai,3.36
REQ-262,TKT-202509-0262,"Farah Pudjiastuti, S.E.",4,2025-09-14 12:14:32.507897,2025-09-16 09:14:32.507897,Selesai,4.67
REQ-263,TKT-202510-0263,"Endra Hutagalung, S.Pt",1,2025-10-21 13:45:44.671629,2025-10-23 15:45:44.671629,Selesai,4.61
REQ-264,TKT-202509-0264,dr. Nasrullah Fujiati,4,2025-09-30 15:20:05.308752,2025-10-01 10:20:05.308752,Selesai,3.03
REQ-265,TKT-202507-0265,"Dr. Koko Kurniawan, S.Kom",2,2025-07-22 17:47:12.699589,2025-07-24 00:47:12.699589,Selesai,3.64
REQ-266,TKT-202511-0266,Radika Andriani,4,2025-11-03 03:30:31.384641,2025-11-04 19:30:31.384641,Selesai,4.32
REQ-267,TKT-202509-0267,Kartika Mandala,3,2025-09-21 08:17:20.931999,2025-09-22 06:17:20.931999,Selesai,3.05
REQ-268,TKT-202505-0268,Margana Anggraini,3,2025-05-01 20:02:10.227392,2025-05-03 01:02:10.227392,Selesai,4.72
REQ-269,TKT-202504-0269,Ir. Yessi Maulana,2,2025-04-12 21:28:38.914594,2025-04-13 19:28:38.914594,Selesai,3.51
REQ-270,TKT-202502-0270,Endah Prastuti,2,2025-02-27 13:05:37.629502,2025-03-01 01:05:37.629502,Selesai,4.88
REQ-271,TKT-202507-0271,dr. Daniswara Nasyiah,2,2025-07-05 09:47:57.749685,2025-07-06 03:47:57.749685,Selesai,4.43
REQ-272,TKT-202506-0272,Kamaria Hartati,3,2025-06-07 14:39:44.360890,2025-06-09 17:39:44.360890,Selesai,3.04
REQ-273,TKT-202411-0273,"T. Martani Pranowo, S.Pt",2,2024-11-27 16:12:52.677651,2024-11-29 19:12:52.677651,Selesai,3.5
REQ-274,TKT-202412-0274,Jagapati Narpati,2,2024-12-25 08:06:39.203953,2024-12-26 10:06:39.203953,Selesai,4.34
REQ-275,TKT-202509-0275,dr. Jumadi Sirait,5,2025-09-29 05:48:23.999317,2025-10-01 08:48:23.999317,Selesai,3.19
REQ-276,TKT-202509-0276,"Nadia Wibowo, S.Psi",1,2025-09-05 07:12:01.501114,2025-09-06 06:12:01.501114,Selesai,3.63
REQ-277,TKT-202507-0277,dr. Daniswara Nasyiah,1,2025-07-20 22:54:45.466935,2025-07-22 10:54:45.466935,Selesai,4.01
REQ-278,TKT-202501-0278,Lembah Narpati,2,2025-01-12 01:35:59.036782,2025-01-14 12:35:59.036782,Selesai,4.55
REQ-279,TKT-202505-0279,Ozy Haryanto,1,2025-05-07 03:26:11.013482,2025-05-09 06:26:11.013482,Selesai,3.96
REQ-280,TKT-202505-0280,"drg. Lidya Saputra, S.Ked",3,2025-05-07 05:06:54.896742,2025-05-08 01:06:54.896742,Selesai,4.57
REQ-281,TKT-202501-0281,Ganep Gunawan,3,2025-01-01 17:47:02.141826,2025-01-02 06:47:02.141826,Selesai,3.36
REQ-282,TKT-202510-0282,"Dr. Koko Kurniawan, S.Kom",1,2025-10-28 09:05:45.552324,2025-10-28 12:05:45.552324,Selesai,4.68
REQ-283,TKT-202505-0283,"Nadia Wibowo, S.Psi",3,2025-05-17 01:53:46.047184,2025-05-18 14:53:46.047184,Selesai,4.8
REQ-284,TKT-202509-0284,Langgeng Winarno,2,2025-09-29 07:55:54.345742,2025-10-01 00:55:54.345742,Selesai,4.25
REQ-285,TKT-202502-0285,Ir. Yessi Maulana,5,2025-02-27 20:49:58.037670,2025-03-01 05:49:58.037670,Selesai,4.39
REQ-286,TKT-202501-0286,Adinata Mustofa,5,2025-01-23 01:39:01.553480,2025-01-25 07:39:01.553480,Selesai,3.94
REQ-287,TKT-202505-0287,Vega Astuti,1,2025-05-01 19:16:00.129258,2025-05-03 01:16:00.129258,Selesai,3.97
REQ-288,TKT-202508-0288,Prabawa Firmansyah,5,2025-08-11 20:28:06.885688,2025-08-14 20:28:06.885688,Selesai,3.14
REQ-289,TKT-202411-0289,Ir. Kardi Setiawan,2,2024-11-28 17:58:40.136268,2024-11-29 14:58:40.136268,Selesai,4.01
REQ-290,TKT-202502-0290,dr. Nasrullah Fujiati,3,2025-02-09 23:54:42.863649,2025-02-12 20:54:42.863649,Selesai,4.57
REQ-291,TKT-202508-0291,Mumpuni Mulyani,4,2025-08-22 17:58:52.821063,2025-08-23 13:58:52.821063,Selesai,4.16
REQ-292,TKT-202506-0292,"R.M. Cahyadi Waskita, M.Ak",4,2025-06-12 23:16:20.114801,2025-06-15 12:16:20.114801,Selesai,4.81
REQ-293,TKT-202507-0293,Arsipatra Saragih,1,2025-07-02 06:10:33.779802,2025-07-05 01:10:33.779802,Selesai,3.57
REQ-294,TKT-202503-0294,Adinata Mustofa,5,2025-03-13 15:16:33.757829,2025-03-15 08:16:33.757829,Selesai,3.69
REQ-295,TKT-202505-0295,Lembah Narpati,1,2025-05-27 03:09:51.225026,2025-05-30 02:09:51.225026,Selesai,3.81
REQ-296,TKT-202504-0296,Ir. Yessi Maulana,4,2025-04-26 21:06:27.820477,2025-04-27 11:06:27.820477,Selesai,4.03
REQ-297,TKT-202510-0297,Zalindra Damanik,5,2025-10-02 16:53:26.087256,2025-10-04 07:53:26.087256,Selesai,3.94
REQ-298,TKT-202505-0298,Endah Prastuti,5,2025-05-14 02:52:58.603000,2025-05-16 15:52:58.603000,Selesai,3.71
REQ-299,TKT-202510-0299,Warta Maulana,4,2025-10-01 09:12:21.669936,2025-10-03 23:12:21.669936,Selesai,4.23
REQ-300,TKT-202508-0300,Vega Astuti,3,2025-08-10 04:55:46.805774,2025-08-10 07:55:46.805774,Selesai,3.43
REQ-301,TKT-202509-0301,"Dagel Farida, M.Kom.",5,2025-09-11 17:06:03.940226,2025-09-13 01:06:03.940226,Selesai,4.66
REQ-302,TKT-202503-0302,"Halima Hutasoit, S.T.",2,2025-03-16 15:04:35.521235,2025-03-17 22:04:35.521235,Selesai,4.05
REQ-303,TKT-202504-0303,Tgk. Titin Saefullah,1,2025-04-09 12:31:21.182584,2025-04-12 00:31:21.182584,Selesai,4.26
REQ-304,TKT-202501-0304,Wirda Laksita,3,2025-01-09 04:13:22.273594,2025-01-10 19:13:22.273594,Selesai,3.18
REQ-305,TKT-202505-0305,Tgk. Titin Saefullah,1,2025-05-25 11:39:30.058150,2025-05-27 16:39:30.058150,Selesai,3.27
REQ-306,TKT-202506-0306,Cawisono Marbun,4,2025-06-23 07:08:21.431602,2025-06-26 05:08:21.431602,Selesai,4.77
REQ-307,TKT-202505-0307,Mila Latupono,5,2025-05-16 23:18:49.750915,2025-05-18 19:18:49.750915,Selesai,3.73
REQ-308,TKT-202503-0308,Ganep Gunawan,4,2025-03-21 13:35:55.510527,2025-03-24 00:35:55.510527,Selesai,4.78
REQ-309,TKT-202511-0309,"Mila Saragih, M.Pd",2,2025-11-04 02:31:28.764904,2025-11-06 21:31:28.764904,Selesai,3.4
REQ-310,TKT-202509-0310,Radika Andriani,1,2025-09-27 17:33:59.667207,2025-09-28 23:33:59.667207,Selesai,3.03
REQ-311,TKT-202505-0311,Cindy Handayani,5,2025-05-06 16:59:36.330331,2025-05-08 15:59:36.330331,Selesai,4.74
REQ-312,TKT-202507-0312,Cindy Handayani,1,2025-07-19 13:40:45.748430,2025-07-20 17:40:45.748430,Selesai,3.28
REQ-313,TKT-202505-0313,"Dr. Koko Kurniawan, S.Kom",2,2025-05-17 15:03:08.870001,2025-05-18 12:03:08.870001,Selesai,3.37
REQ-314,TKT-202510-0314,dr. Daniswara Nasyiah,1,2025-10-15 06:02:04.835539,2025-10-18 01:02:04.835539,Selesai,3.56
REQ-315,TKT-202501-0315,Dr. Azalea Maulana,3,2025-01-05 07:20:20.806586,2025-01-06 21:20:20.806586,Selesai,3.75
REQ-316,TKT-202503-0316,Zalindra Damanik,5,2025-03-31 18:33:23.802921,2025-04-02 04:33:23.802921,Selesai,3.79
REQ-317,TKT-202503-0317,Margana Anggraini,3,2025-03-06 11:41:41.945136,2025-03-08 01:41:41.945136,Selesai,3.59
REQ-318,TKT-202504-0318,"Dr. Koko Kurniawan, S.Kom",2,2025-04-21 06:19:32.818038,2025-04-22 17:19:32.818038,Selesai,3.17
REQ-319,TKT-202503-0319,"Halima Hutasoit, S.T.",4,2025-03-17 04:24:34.728519,2025-03-18 17:24:34.728519,Selesai,4.56
REQ-320,TKT-202503-0320,Dr. Azalea Maulana,4,2025-03-21 04:43:19.841793,2025-03-22 07:43:19.841793,Selesai,3.96
REQ-321,TKT-202509-0321,Kamaria Hartati,1,2025-09-29 23:47:53.854470,2025-10-02 18:47:53.854470,Selesai,3.58
REQ-322,TKT-202507-0322,"R.M. Cahyadi Waskita, M.Ak",5,2025-07-05 12:39:51.430473,2025-07-07 10:39:51.430473,Selesai,3.92
REQ-323,TKT-202510-0323,Kamaria Hartati,1,2025-10-24 22:02:22.050908,2025-10-25 12:02:22.050908,Selesai,3.89
REQ-324,TKT-202504-0324,Tgk. Titin Saefullah,4,2025-04-15 18:17:09.629557,2025-04-16 08:17:09.629557,Selesai,4.36
REQ-325,TKT-202412-0325,Ozy Haryanto,5,2024-12-18 19:15:39.698006,2024-12-20 12:15:39.698006,Selesai,4.25
REQ-326,TKT-202505-0326,Mulyanto Irawan,5,2025-05-31 17:25:50.493671,2025-06-02 20:25:50.493671,Selesai,4.1
REQ-327,TKT-202511-0327,Tgk. Cici Rajata,3,2025-11-12 14:49:19.333122,2025-11-13 00:49:19.333122,Selesai,3.18
REQ-328,TKT-202509-0328,Ganep Gunawan,3,2025-09-16 23:41:59.991933,2025-09-18 16:41:59.991933,Selesai,4.94
REQ-329,TKT-202502-0329,Lembah Narpati,2,2025-02-14 15:40:10.679347,2025-02-16 23:40:10.679347,Selesai,4.39
REQ-330,TKT-202502-0330,Langgeng Winarno,4,2025-02-15 13:00:05.639543,2025-02-15 16:00:05.639543,Selesai,4.52
REQ-331,TKT-202504-0331,Padma Mansur,2,2025-04-15 11:45:51.422450,2025-04-16 21:45:51.422450,Selesai,4.54
REQ-332,TKT-202411-0332,Mila Latupono,3,2024-11-30 10:39:09.896251,2024-11-30 23:39:09.896251,Selesai,3.82
REQ-333,TKT-202503-0333,Jayeng Nugroho,5,2025-03-08 12:59:13.500284,2025-03-10 01:59:13.500284,Selesai,4.61
REQ-334,TKT-202510-0334,Arsipatra Saragih,5,2025-10-07 18:26:34.645358,2025-10-09 07:26:34.645358,Selesai,3.77
REQ-335,TKT-202505-0335,"Dagel Farida, M.Kom.",4,2025-05-24 08:45:56.954973,2025-05-25 19:45:56.954973,Selesai,3.85
REQ-336,TKT-202506-0336,Karya Siregar,4,2025-06-07 09:18:01.774379,2025-06-09 04:18:01.774379,Selesai,3.04
REQ-337,TKT-202504-0337,"R.M. Cahyadi Waskita, M.Ak",2,2025-04-06 14:18:49.618139,2025-04-07 05:18:49.618139,Selesai,3.99
REQ-338,TKT-202505-0338,Radika Andriani,4,2025-05-04 22:14:28.512185,2025-05-07 13:14:28.512185,Selesai,3.03
REQ-339,TKT-202505-0339,Lembah Narpati,1,2025-05-08 01:03:49.239362,2025-05-10 07:03:49.239362,Selesai,4.23
REQ-340,TKT-202506-0340,Tgk. Titin Saefullah,5,2025-06-09 10:31:35.418701,2025-06-12 05:31:35.418701,Selesai,3.88
REQ-341,TKT-202504-0341,dr. Daniswara Nasyiah,2,2025-04-25 06:18:44.878482,2025-04-27 14:18:44.878482,Selesai,4.64
REQ-342,TKT-202412-0342,Radika Andriani,5,2024-12-04 14:30:03.987211,2024-12-05 15:30:03.987211,Selesai,4.96
REQ-343,TKT-202510-0343,Kamaria Hartati,4,2025-10-14 12:32:59.692258,2025-10-16 07:32:59.692258,Selesai,4.26
REQ-344,TKT-202505-0344,Vanya Zulaika,1,2025-05-17 11:58:25.593388,2025-05-20 03:58:25.593388,Selesai,3.76
REQ-345,TKT-202507-0345,"Farah Pudjiastuti, S.E.",3,2025-07-10 08:13:02.258979,2025-07-10 23:13:02.258979,Selesai,4.15
REQ-346,TKT-202504-0346,Jessica Permadi,5,2025-04-10 10:00:56.597449,2025-04-11 11:00:56.597449,Selesai,4.17
REQ-347,TKT-202511-0347,"Umar Uwais, S.I.Kom",5,2025-11-01 18:37:43.604759,2025-11-02 16:37:43.604759,Selesai,3.43
REQ-348,TKT-202504-0348,Lintang Astuti,1,2025-04-20 19:59:18.257676,2025-04-23 04:59:18.257676,Selesai,4.22
REQ-349,TKT-202508-0349,Ozy Haryanto,5,2025-08-16 21:18:58.979778,2025-08-17 10:18:58.979778,Selesai,3.45
REQ-350,TKT-202506-0350,"T. Martani Pranowo, S.Pt",3,2025-06-27 23:25:11.901614,2025-06-28 07:25:11.901614,Selesai,3.84
REQ-351,TKT-202509-0351,Jayeng Nugroho,3,2025-09-29 02:56:10.286138,2025-10-01 08:56:10.286138,Selesai,3.71
REQ-352,TKT-202507-0352,Cici Jailani,2,2025-07-11 05:43:59.130142,2025-07-13 10:43:59.130142,Selesai,3.52
REQ-353,TKT-202412-0353,Langgeng Winarno,5,2024-12-26 21:15:34.694639,2024-12-27 07:15:34.694639,Selesai,4.06
REQ-354,TKT-202504-0354,Ir. Kardi Setiawan,5,2025-04-16 13:19:32.332653,2025-04-18 18:19:32.332653,Selesai,3.9
REQ-355,TKT-202509-0355,Cawisono Marbun,1,2025-09-23 08:34:47.957048,2025-09-24 23:34:47.957048,Selesai,4.96
REQ-356,TKT-202508-0356,"Endra Hutagalung, S.Pt",5,2025-08-10 13:06:13.004929,2025-08-12 10:06:13.004929,Selesai,3.3
REQ-357,TKT-202505-0357,"Umar Uwais, S.I.Kom",3,2025-05-24 17:02:34.121210,2025-05-26 22:02:34.121210,Selesai,3.6
REQ-358,TKT-202412-0358,"Farah Pudjiastuti, S.E.",5,2024-12-29 01:36:26.034960,2024-12-30 04:36:26.034960,Selesai,3.13
REQ-359,TKT-202508-0359,"Dagel Farida, M.Kom.",5,2025-08-17 12:03:02.879850,2025-08-17 19:03:02.879850,Selesai,3.43
REQ-360,TKT-202504-0360,Wirda Laksita,1,2025-04-17 19:08:51.245978,2025-04-18 23:08:51.245978,Selesai,3.6
REQ-361,TKT-202411-0361,"Farah Pudjiastuti, S.E.",2,2024-11-25 04:36:45.543125,2024-11-28 02:36:45.543125,Selesai,4.42
REQ-362,TKT-202508-0362,"Endra Hutagalung, S.Pt",4,2025-08-27 00:12:38.520925,2025-08-27 08:12:38.520925,Selesai,3.9
REQ-363,TKT-202509-0363,dr. Daniswara Nasyiah,3,2025-09-27 15:19:25.122217,2025-09-29 23:19:25.122217,Selesai,3.55
REQ-364,TKT-202511-0364,Vega Astuti,1,2025-11-21 22:39:47.589135,2025-11-24 05:39:47.589135,Selesai,3.67
REQ-365,TKT-202504-0365,Ir. Kardi Setiawan,2,2025-04-18 14:24:03.347202,2025-04-19 20:24:03.347202,Selesai,4.94
REQ-366,TKT-202505-0366,Wirda Laksita,1,2025-05-04 08:54:37.060211,2025-05-04 14:54:37.060211,Selesai,4.64
REQ-367,TKT-202412-0367,Radika Andriani,1,2024-12-09 18:46:30.266748,2024-12-11 23:46:30.266748,Selesai,4.14
REQ-368,TKT-202508-0368,Zalindra Damanik,4,2025-08-30 04:51:16.412677,2025-08-31 21:51:16.412677,Selesai,4.52
REQ-369,TKT-202507-0369,Ganep Gunawan,1,2025-07-09 21:11:42.487953,2025-07-10 20:11:42.487953,Selesai,4.53
REQ-370,TKT-202502-0370,Ganep Gunawan,1,2025-02-11 08:35:59.296292,2025-02-12 06:35:59.296292,Selesai,4.9
REQ-371,TKT-202504-0371,Tgk. Cici Rajata,3,2025-04-15 22:41:38.832144,2025-04-17 15:41:38.832144,Selesai,4.91
REQ-372,TKT-202509-0372,dr. Daniswara Nasyiah,1,2025-09-08 05:40:59.568517,2025-09-08 20:40:59.568517,Selesai,3.35
REQ-373,TKT-202506-0373,Kadir Nasyiah,2,2025-06-05 10:18:55.287175,2025-06-06 07:18:55.287175,Selesai,4.63
REQ-374,TKT-202510-0374,Jayeng Nugroho,5,2025-10-09 05:48:13.077023,2025-10-09 14:48:13.077023,Selesai,3.39
REQ-375,TKT-202412-0375,Prabawa Firmansyah,4,2024-12-26 00:22:11.474343,2024-12-28 00:22:11.474343,Selesai,4.48
REQ-376,TKT-202412-0376,"Dagel Farida, M.Kom.",1,2024-12-20 03:48:52.217112,2024-12-20 21:48:52.217112,Selesai,4.13
REQ-377,TKT-202412-0377,Kamaria Hartati,1,2024-12-03 22:23:57.838769,2024-12-04 00:23:57.838769,Selesai,4.26
REQ-378,TKT-202507-0378,Dr. Azalea Maulana,4,2025-07-11 06:11:41.885352,2025-07-12 20:11:41.885352,Selesai,4.09
REQ-379,TKT-202503-0379,Prabawa Firmansyah,3,2025-03-24 21:18:24.111897,2025-03-25 12:18:24.111897,Selesai,4.3
REQ-380,TKT-202503-0380,Karya Siregar,2,2025-03-21 03:49:00.129237,2025-03-22 11:49:00.129237,Selesai,4.11
REQ-381,TKT-202506-0381,Cici Jailani,3,2025-06-24 09:03:59.179243,2025-06-25 04:03:59.179243,Selesai,4.7
REQ-382,TKT-202505-0382,Cici Jailani,2,2025-05-30 19:40:01.885756,2025-06-01 13:40:01.885756,Selesai,4.53
REQ-383,TKT-202504-0383,Mulyanto Irawan,1,2025-04-21 04:46:10.036827,2025-04-23 03:46:10.036827,Selesai,4.27
REQ-384,TKT-202411-0384,"Dr. Koko Kurniawan, S.Kom",1,2024-11-28 18:41:56.198396,2024-12-01 07:41:56.198396,Selesai,3.17
REQ-385,TKT-202509-0385,Mumpuni Mulyani,4,2025-09-22 16:07:04.080859,2025-09-23 00:07:04.080859,Selesai,4.31
REQ-386,TKT-202505-0386,"Nadia Wibowo, S.Psi",4,2025-05-01 10:25:50.769634,2025-05-01 14:25:50.769634,Selesai,3.06
REQ-387,TKT-202508-0387,"Nadia Wibowo, S.Psi",1,2025-08-17 00:29:05.469170,2025-08-17 03:29:05.469170,Selesai,4.29
REQ-388,TKT-202412-0388,Mumpuni Mulyani,2,2024-12-26 03:27:35.663318,2024-12-26 13:27:35.663318,Selesai,4.19
REQ-389,TKT-202507-0389,Jayeng Nugroho,1,2025-07-11 11:55:27.119684,2025-07-14 02:55:27.119684,Selesai,4.48
REQ-390,TKT-202510-0390,Mila Latupono,3,2025-10-21 01:11:31.478612,2025-10-21 05:11:31.478612,Selesai,3.97
